Codigo,Producto,Cod Barra,Rubro,Sub Rubro,Proveedor,Marca,Moneda,Costo,Porc. Utilidad
294000310,BOMBACHA TIRO CORTO JALINE ART 0802,906196,LENCERIA,TIRO CORTO,,JALINE,PESOS,"2,016.36","60,00"
294000311,BOMBACHA TIRO CORTO JALINE ART 0882,906197,LENCERIA,TIRO CORTO,,JALINE,PESOS,"2,829.60","60,00"
294000312,BOMBACHA TIRO CORTO JALINE ART 0902,906198,LENCERIA,TIRO CORTO,,JALINE,PESOS,"3,058.56","60,00"
294000313,BOMBACHA TIRO CORTO JALINE ART 0952,906199,LENCERIA,TIRO CORTO,,JALINE,PESOS,"3,931.19","60,00"
294000314,BOMBACHA TIRO CORTO JALINE ART 0992,906200,LENCERIA,TIRO CORTO,,JALINE,PESOS,"4,341.60","60,00"
294000315,BOMBACHA TIRO CORTO JALINE ART 1002,906201,LENCERIA,TIRO CORTO,,JALINE,PESOS,"2,148.12","60,00"
294000316,BOMBACHA TIRO CORTO JALINE ART 1102,906202,LENCERIA,TIRO CORTO,,JALINE,PESOS,"2,148.12","60,00"
294000317,BOMBACHA TIRO CORTO JALINE ART 1202,906203,LENCERIA,TIRO CORTO,,JALINE,PESOS,"2,380.00","60,00"
294000318,BOMBACHA TIRO CORTO JALINE ART 2102,906204,LENCERIA,TIRO CORTO,,JALINE,PESOS,"2,622.24","60,00"
294000319,BOMBACHA TIRO CORTO JALINE ART 3102,906205,LENCERIA,TIRO CORTO,,JALINE,PESOS,"2,885.00","60,00"
294000320,BOMBACHA TIRO CORTO JALINE ART 3502,906206,LENCERIA,TIRO CORTO,,JALINE,PESOS,"2,622.24","60,00"
294000321,BOMBACHA TIRO CORTO JALINE ART 3802,906207,LENCERIA,TIRO CORTO,,JALINE,PESOS,"2,622.24","60,00"
294000322,BOMBACHA TIRO CORTO JALINE ART 9002,906208,LENCERIA,TIRO CORTO,,JALINE,PESOS,"2,622.24","60,00"
294000327,BOMBACHA UNIVERSAL JALINE ART 0063,906213,LENCERIA,UNIVERSAL,,JALINE,PESOS,"3,342.60","60,00"
294000328,BOMBACHA UNIVERSAL JALINE ART 0073,906214,LENCERIA,UNIVERSAL,,JALINE,PESOS,"3,342.60","60,00"
