Codigo,Producto,Cod Barra,Rubro,Sub Rubro,Proveedor,Marca,Moneda,Costo,Porc. Utilidad
RE652,AURICULAR MANOS LIBRES MUSIC 4*11,909543,REGALERIA,AURICULAR,,,PESOS,850.00,"120,00"
300753,AZUCARERA ALGARROBO TREMUN RECTANGULAR,907722,REGALERIA,BAZAR,,,PESOS,631.00,"120,00"
300752,AZUCARERA ALGARROBO TREMUN REDONDO,907721,REGALERIA,BAZAR,,,PESOS,736.00,"120,00"
RE456486721,BABERO BORDADO CUTIE BUDDIES / WOODY TOYS,909520,REGALERIA,BEBE,,,PESOS,"2,369.00","120,00"
RE7897641,BABERO CON MORDILLO CUTIE BUDDIES,909553,REGALERIA,BEBE,,,PESOS,635.00,"120,00"
AGUA132020,BAJO PILETA,908119,REGALERIA,VERANO,,,PESOS,"1,250.00","120,00"
201297,BALDECITOS CBX CHICO 8.2 X 7 LISO/ESTAMPADO,905098,REGALERIA,BALDECITOS,,,PESOS,397.00,"120,00"
201296,BALDECITOS CBX ZINC CALADO 12X9,905097,REGALERIA,BALDECITOS,,,PESOS,640.00,"120,00"
REG774,BANDEJA MADERA CON FRASE 405136,909618,REGALERIA,BANDEJA,,,PESOS,"1,610.00","120,00"
201002,BARBIJOS TRICAPA X 50 INFANTIL KIDS,905062,REGALERIA,BARBIJOS,,,PESOS,790.00,"120,00"
201000,BARBIJOS TRICAPA X 50 STANDAR,905061,REGALERIA,BARBIJOS,,,PESOS,569.00,"120,00"
204311,BASTON SELFIE GTC BLUETOOH MPG-103,905444,REGALERIA,BASTON,,,PESOS,851.10,"120,00"
204310,BASTON SELFIE GTC MPG-102 15,905443,REGALERIA,BASTON,,,PESOS,"1,581.43","120,00"
REG4787544555,BILLETERA AMAYRA 1 DIVISION 67.B911 67B977,909593,REGALERIA,BILLETERA,,AMAYRA,PESOS,"3,900.00","120,00"
REGJCBIL034,BILLETERA DAMA JEAN CARTIER JCBIL-09,909650,REGALERIA,BILLETERA DAMA,,JEAN CARTIER,PESOS,"7,500.00","120,00"
REGCQ220062,BILLETERA DAMA KL250,909648,REGALERIA,BILLETERA DAMA,,,PESOS,"4,750.00","120,00"
REG4687987,BILLETERA DAMA KL281,909591,REGALERIA,BILLETERA,,,PESOS,"5,800.00","120,00"
RE2312230926,BILLETERA DAMA OREIRO KAKY NEGRA 28327,909501,REGALERIA,BILLETERA DAMA,,,PESOS,"15,600.00","120,00"
REGCQ220013,BILLETERA DAMA PRATYS CQ-22003-1,909646,REGALERIA,BILLETERA DAMA,,PRATYS,PESOS,"4,400.00","120,00"
REGCQ251232,BILLETERA DAMA PRATYS CQ-22006-1,909649,REGALERIA,BILLETERA DAMA,,PRATYS,PESOS,"4,400.00","120,00"
REGBW501362,BILLETERA DAMA PRATYS CQ-25125-1,909645,REGALERIA,BILLETERA DAMA,,PRATYS,PESOS,"5,200.00","120,00"
REGBLA058,BILLETERA DAMA PRATYS JH46-14,909643,REGALERIA,BILLETERA DAMA,,PRATYS,PESOS,"6,000.00","120,00"
REG5468723,BILLETERA DAMA PRATYS JH46-14 (CROCO),909602,REGALERIA,BILLETERA,,PRATYS,PESOS,"5,500.00","120,00"
REG54687897,BILLETERA DAMA ZAPHIR TA0005Z,909603,REGALERIA,BILLETERA,,PRATYS,PESOS,"9,300.00","120,00"
ACC6723,BILLETERA FICHERO REPTIL SQUASH 204012,908071,REGALERIA,BILLETERA,,,PESOS,"5,850.00","120,00"
RE3216546,BILLETERA HOMBRE CUERO GRANDE / CON BROCHE (FABIAN),909514,REGALERIA,BILLETERA,,,PESOS,"4,800.00","120,00"
RE10985,BILLETERA LAS OREIRO CELESTE JEAN 27891,909486,REGALERIA,BILLETERA,,,PESOS,"11,400.00","120,00"
1564452,BILLETERA LAS OREIRO NEGRA 27896,900475,REGALERIA,BILLETERA DAMA,,,PESOS,"11,400.00","120,00"
ACC7020168,BILLETERA LAS OREIRO ROJA 27884,908080,REGALERIA,BILLETERA,,,PESOS,"10,950.00","120,00"
4790020183406,BILLETERA TRENDY 18340,4790020183406,REGALERIA,BILLETERA,,,PESOS,"4,800.00","120,00"
4790020183413,BILLETERA TRENDY 18341,4790020183413,REGALERIA,BILLETERA,,,PESOS,"4,200.00","120,00"
4790010183508,BILLETERA TRENDY 18350,4790010183508,REGALERIA,BILLETERA,,,PESOS,"4,200.00","120,00"
4790010183539,BILLETERA TRENDY 18353,4790010183539,REGALERIA,BILLETERA,,,PESOS,"4,200.00","120,00"
RE101542,BILLETERA TRENDY 18645,909479,REGALERIA,BILLETERA,,TRENDY,PESOS,"4,700.00","120,00"
4790030183557,BILLETERA TRENDY 18650 NEGRA,4790010186509,REGALERIA,BILLETERA,,TRENDY,PESOS,"5,800.00","120,00"
10B748,BILLETERAS FICHERO AMAYRA 1 CIERRE REPTIL 67B748 67.B748,900436,REGALERIA,BILLETERA DAMA,,AMAYRA,PESOS,"4,200.00","120,00"
21560,BILLETERAS TRENDY 18651,905553,REGALERIA,BILLETERA DAMA,,TRENDY,PESOS,"4,800.00","120,00"
201013,BLISTER ISAKITO FUROMAS X10 2619,905064,REGALERIA,BLISTER,,,PESOS,"1,590.00","120,00"
201012,BLISTER ISAKITO FUROMAS X8 2620,905063,REGALERIA,BLISTER,,,PESOS,"1,590.00","120,00"
JO002,BOLSITO INFANTIL PERSONAJES GRANDE (JORGE),908461,REGALERIA,CARTERA,,JORGE,PESOS,"5,000.00","120,00"
BA0064270,BOMBILLA DE RULE-MAR CORTA 230 CHATA,908126,REGALERIA,BAZAR,,,PESOS,"1,623.00","120,00"
BAZ280,BOMBILLA DE RULE-MAR LARGA 280 COCO ORIENTAL,908174,REGALERIA,BAZAR,,,PESOS,"1,992.00","120,00"
BA357730,BOTELLA 360 SORBETE INFANTIL,908149,REGALERIA,BOTELLA,,,PESOS,750.00,"120,00"
REG4554444,BOTELLA ACERO INOXIDABLE NS320145 14*11,909589,REGALERIA,BOTELLA,,,PESOS,"8,500.00","120,00"
REG5445587,BOTELLA ALUMINIO DEPORTIVA ZONE WASTE 500ML,909597,REGALERIA,BOTELLA,,,PESOS,961.00,"120,00"
REG009,BOTELLA ALUMINIO NEGRA,909582,REGALERIA,BOTELLA,,,PESOS,750.00,"120,00"
RE4587999,BOTELLA ALUMINIO SIMIL JEAN,909524,REGALERIA,BOTELLA,,,PESOS,"4,200.00","120,00"
190500000502,BOTELLA BEL GIOCO 750CC 492270 / 492217 - E04*24,901082,REGALERIA,BOTELLA,,BEL GIOCO,PESOS,"1,160.00","120,00"
190500000503,BOTELLA BEL GIOCO ALUMINIO 400 ML VS MODELOS,901083,REGALERIA,BOTELLA,,BEL GIOCO,PESOS,0.00,"120,00"
190500000504,BOTELLA BEL GIOCO FLIT TOP - E04*24,901084,REGALERIA,BOTELLA,,BEL GIOCO,PESOS,"2,390.00","120,00"
190500000505,BOTELLA BEL GIOCO STRAW TOP,901085,REGALERIA,BOTELLA,,BEL GIOCO,PESOS,"1,632.00","120,00"
BNBUYH5888845559,BOTELLA CHARLY STANLEY 500ML,908178,REGALERIA,BOTELLA,,,PESOS,"12,150.00","120,00"
190500000506,BOTELLA CRESKO 500 ML FUN/NICE CK124/128,901087,REGALERIA,BOTELLA,,CRESKO,PESOS,0.00,"120,00"
BA453500,BOTELLA DE AGUA DE ALUMINIO CON PICO 453500,908161,REGALERIA,BOTELLA,,,PESOS,"2,000.00","120,00"
BA409569,BOTELLA DE AGUA DE PLASTICO COMUN CON PICO,908156,REGALERIA,BOTELLA,,,PESOS,305.50,"120,00"
BA411106,BOTELLA DE METAL NEW YORK CITY,908157,REGALERIA,BOTELLA,,,PESOS,"1,550.00","120,00"
BA864063,BOTELLA DE PLASTICO CON PICO VERTEDOR 700CC. MY BOTTLE,908172,REGALERIA,BOTELLA,,,PESOS,"1,650.00","120,00"
420402,BOTELLA DEPORTIVA AGUA C/PICO 3025-350CC,907769,REGALERIA,BOTELLA,,,PESOS,86.78,"120,00"
REG7989,BOTELLA DEPORTIVA ALUMINIO NS249662 / NS249661,909629,REGALERIA,BOTELLA,,,PESOS,"1,400.00","120,00"
BA40509,BOTELLA DEPORTIVA DAKAR DRINK 750CC 420541 - E04*24,908155,REGALERIA,BOTELLA,,,PESOS,"1,890.00","120,00"
REG54587,BOTELLA DEPORTIVA GRANDE NS258676 14*11,909599,REGALERIA,BOTELLA,,,PESOS,"4,200.00","120,00"
496779,BOTELLA DEPORTIVA NS249661,907802,REGALERIA,BOTELLA,,,PESOS,"1,773.55","120,00"
JUG111222,BOTELLA DEPORTIVA REFILL 420420 14*11,908520,REGALERIA,BOTELLA,,,PESOS,"1,300.00","120,00"
440038,BOTELLA DEPORTIVA SHAKER 345 6063,907774,REGALERIA,BOTELLA,,,PESOS,670.00,"120,00"
190500000507,BOTELLA FERA 750 ML C/TAPA ANTIDERRAME,901089,REGALERIA,BOTELLA,,FERA,PESOS,0.00,"120,00"
115151,BOTELLA LAS OREIRO 115151 25E*24,900439,REGALERIA,BOTELLA,,,PESOS,"7,200.00","120,00"
RELM3012,BOTELLA LUMILAGROS ROSCA JASPEADA MARMLEADA 500ML LM-3012,909652,REGALERIA,BOTELLA,,,PESOS,"10,000.00","120,00"
REG78754,BOTELLA MG FLEXO GEO 6189 - 6181,909623,REGALERIA,BOTELLA,,,PESOS,610.00,"120,00"
REG00013,BOTELLA MOTIVACIONAL CHICA,909566,REGALERIA,BOTELLA,,,PESOS,"3,500.00","120,00"
BA249661,BOTELLA MOTIVACIONAL GRANDE,908146,REGALERIA,BOTELLA,,,PESOS,"8,000.00","120,00"
REG00014,BOTELLA MOTIVACIONAL MEDIANA,909567,REGALERIA,BOTELLA,,,PESOS,"5,000.00","120,00"
REG00021,BOTELLA OPENING PREMIUM 500CC TB2108 14*11,909572,REGALERIA,BOTELLA,,,PESOS,580.00,"120,00"
REG00022,BOTELLA PLASTICA OPENING 700CC TB2104,909573,REGALERIA,BOTELLA,,,PESOS,483.00,"120,00"
REG000015,BOTELLA PLASTICO CILINDRICA ESTAMPADA 750CC 579789,909563,REGALERIA,BOTELLA,,,PESOS,750.00,"120,00"
RE7150,BOTELLA ROLAN MARMOL 500ML,909547,REGALERIA,BOTELLA,,ROLAN,PESOS,"8,500.00","120,00"
REG645657,BOTELLA SPORT GIMA STAR 350ML GS-350,909611,REGALERIA,BOTELLA,,,PESOS,"4,400.00","120,00"
RE578789,BOTELLA STANLEY 510ML 510 ML BEER PINTS,909537,REGALERIA,BOTELLA,,,PESOS,"13,500.00","120,00"
BA1681810,BOTELLA TERMICA CANTIMPLORA INFANTIL INNOVA,908139,REGALERIA,BOTELLA,,,PESOS,"13,050.00","120,00"
450012,BOTELLA TERMICA DEPORTIVA ROLAN 500ML,907777,REGALERIA,BOTELLA,,,PESOS,"11,600.00","120,00"
REG47700,BOTELLA TERMO ROLAN 350ML E-24,909592,REGALERIA,BOTELLA,,,PESOS,"6,000.00","120,00"
REG9785,BOTELLA TRENDY 12527,909642,REGALERIA,BOTELLA,,,PESOS,"2,310.00","120,00"
190500000508,BOTELLA X 500 ML ENJOY,901091,REGALERIA,BOTELLA,,ENJOY,PESOS,0.00,"120,00"
BA478953,BOTELLA YESI BOLS GRANDE CON ALAS,908164,REGALERIA,BOTELLA,,,PESOS,428.00,"120,00"
BA101599,BOTELLITA PARA NIÑO CON SORBETE Y DOS MANIJAS NS071166,908132,REGALERIA,BOTELLA,,,PESOS,872.00,"120,00"
JO005,BOTINERO (JORGE) 21*12,908464,REGALERIA,BOTINERO,,JORGE,PESOS,"3,000.00","120,00"
190500000509,BOWL CEREALERO BEL GIOCO,901093,REGALERIA,VAJILLAS,,BEL GIOCO,PESOS,748.00,"120,00"
201657,BOX DE ARTE KREKER 51 PIEZAS 3808,905194,REGALERIA,VAJILLAS,,,PESOS,"3,090.00","120,00"
204358,CABLE GTC #116 USB CARGA RAPIDA,905450,REGALERIA,CABLE,,,PESOS,490.00,"120,00"
204359,CABLE GTC #9 PARA CARGAR JOYSTICK,905451,REGALERIA,CABLE,,,PESOS,"1,553.00","120,00"
204156,CABLE GTC 102 USB A MICRO USB 1 MT,905408,REGALERIA,CABLE,,,PESOS,925.00,"120,00"
204509,CABLE GTC 103,905466,REGALERIA,CABLE,,,PESOS,644.00,"120,00"
204157,CABLE GTC 112 USB A TIPO C 1 MT,905409,REGALERIA,CABLE,,,PESOS,"1,409.00","120,00"
204155,CABLE GTC HDMI 500 1.3 MACHO A MACHO 1.80 MT,905407,REGALERIA,CABLE,,,PESOS,650.16,"120,00"
34325,CABLE USB KOSMO ENTRADA COMUN,907747,REGALERIA,CABLE,,,PESOS,372.00,"120,00"
35334,CABLE USB KOSMO TIPO C,907753,REGALERIA,CABLE,,,PESOS,861.00,"120,00"
190500000653,CAJA SANDWICH BEL GIOCO,901260,REGALERIA,VAJILLAS,,BEL GIOCO,PESOS,"1,061.00","120,00"
204093,CAMARA GTC WEBCAM WCG-001,905380,REGALERIA,INFORMATICA,,,PESOS,"3,496.00","120,00"
204092,CAMARA GTC WEBCAM WCG-002,905379,REGALERIA,INFORMATICA,,,PESOS,"5,785.00","120,00"
REG002,CANASTA MATERA PREMIUM 491849,909576,REGALERIA,BAZAR,,,PESOS,"4,834.00","120,00"
RE6084,CANTIMPLORA AMSZM 6084 1L,909539,REGALERIA,BOTELLA,,,PESOS,"9,550.00","120,00"
190500000759,CANTIMPLORA C/TAPA BEL GIOCO,901366,REGALERIA,BOTELLA,,BEL GIOCO,PESOS,0.00,"120,00"
BA1680331,CANTIMPLORA INFANTIL BA16803,908138,REGALERIA,BOTELLA,,,PESOS,945.00,"120,00"
REG00016,CANTIMPLORA INFANTIL CON TAZA,909568,REGALERIA,BOTELLA,,,PESOS,460.00,"120,00"
RE7790839912096,CARGADOR IBEK 3.8 IB 3803,909551,REGALERIA,CARGADOR,,IBEK,PESOS,"2,300.00","120,00"
RE7790839912089,CARGADOR IBEK 3.8 V8 IB-3802 MICRO,909550,REGALERIA,CARGADOR,,IBEK,PESOS,"2,800.00","120,00"
RE7790839912010,CARGADOR IBEK 4.2 / 4.8 TIPO C DESMONTABLE 4807,909549,REGALERIA,CARGADOR,,IBEK,PESOS,"3,050.00","120,00"
RE77952345312000,CARGADOR IBEK 5.1 V8 - IB 5017,909552,REGALERIA,CARGADOR,,IBEK,PESOS,"3,200.00","120,00"
REG5467,CARGADOR IBEK TIPO C - V8,909600,REGALERIA,CARGADOR,,,PESOS,"1,370.00","120,00"
RE91549774,CARGADOR TIPO C TURBO C9,909557,REGALERIA,CARGADOR,,,PESOS,"1,165.00","120,00"
RE6510,CARGADOR VIAJERO TIPO C - IPHONE - V8 KOSMO 4.2A,909542,REGALERIA,CARGADOR,,,PESOS,"3,800.00","120,00"
RE4555877799562,CARTERA CAPIBARA 9BH-1331,909519,REGALERIA,CARTERA,,,PESOS,"9,900.00","120,00"
JO000,CARTERITA BANDOLERA INFANTIL PERSONAJES CHICA (JORGE),908459,REGALERIA,CARTERA,,JORGE,PESOS,"1,000.00","120,00"
JO001,CARTERITA BOLSITO INFANTIL PERSONAJES MEDIANA (JORGE),908460,REGALERIA,CARTERA,,JORGE,PESOS,"3,500.00","120,00"
204035,CARTUCHO GTC P/HP 662 COLOR,905362,REGALERIA,CARTUCHO,,,PESOS,"12,522.00","120,00"
204034,CARTUCHO GTC P/HP 662 NEGRO,905361,REGALERIA,CARTUCHO,,,PESOS,"12,522.00","120,00"
204181,CARTUCHO GTC P/HP 664 COLOR,905417,REGALERIA,CARTUCHO,,,PESOS,"16,566.00","120,00"
204180,CARTUCHO GTC P/HP 664 NEGRO C/CHIP,905416,REGALERIA,CARTUCHO,,,PESOS,"15,171.00","120,00"
204057,CARTUCHOS GTC COLOR E-T196A,905374,REGALERIA,CARTUCHO,,,PESOS,"2,243.00","120,00"
204059,CARTUCHOS GTC COLOR T296,905376,REGALERIA,CARTUCHO,,,PESOS,"4,106.00","120,00"
204056,CARTUCHOS GTC NEGRO E-T197N,905373,REGALERIA,CARTUCHO,,,PESOS,"2,243.00","120,00"
204058,CARTUCHOS GTC NEGRO T297,905375,REGALERIA,CARTUCHO,,,PESOS,"2,869.00","120,00"
204050,CARTUCHOS GTC P/EPSON NEGRO/COLOR T206,905368,REGALERIA,CARTUCHO,,,PESOS,"5,376.00","120,00"
204028,CARTUCHOS NEW JET HP COLOR H22A,905360,REGALERIA,CARTUCHO,,,PESOS,"12,213.00","120,00"
204040,CARTUCHOS NEW JET HP COLOR H93A,905364,REGALERIA,CARTUCHO,,,PESOS,"9,534.00","120,00"
204052,CARTUCHOS NEW JET HP COLOR NB-H122CXL,905370,REGALERIA,CARTUCHO,,,PESOS,"7,793.00","120,00"
204044,CARTUCHOS NEW JET HP COLOR NJ-75XL,905365,REGALERIA,CARTUCHO,,,PESOS,"8,437.00","120,00"
204027,CARTUCHOS NEW JET HP NEGRO H21A,905359,REGALERIA,CARTUCHO,,,PESOS,"7,820.00","120,00"
204048,CARTUCHOS NEW JET HP NEGRO H60XL,905366,REGALERIA,CARTUCHO,,,PESOS,"7,471.00","120,00"
204039,CARTUCHOS NEW JET HP NEGRO H92A,905363,REGALERIA,CARTUCHO,,,PESOS,"7,889.00","120,00"
204055,CARTUCHOS NEW JET NEGRO-COLOR 1351,905372,REGALERIA,CARTUCHO,,,PESOS,"1,555.00","120,00"
204002,CARTUCHOS NEW JET P/EPSON COLOR T18,905346,REGALERIA,CARTUCHO,,,PESOS,481.56,"120,00"
204010,CARTUCHOS NEW JET P/EPSON COLOR T47,905348,REGALERIA,CARTUCHO,,,PESOS,897.00,"120,00"
204020,CARTUCHOS NEW JET P/EPSON COLOR T48,905355,REGALERIA,CARTUCHO,,,PESOS,197.04,"120,00"
204014,CARTUCHOS NEW JET P/EPSON COLOR T63,905350,REGALERIA,CARTUCHO,,,PESOS,817.00,"120,00"
204016,CARTUCHOS NEW JET P/EPSON COLOR T73,905352,REGALERIA,CARTUCHO,,,PESOS,"1,225.00","120,00"
204018,CARTUCHOS NEW JET P/EPSON NEGRO 207,905353,REGALERIA,CARTUCHO,,,PESOS,"5,049.00","120,00"
204023,CARTUCHOS NEW JET P/EPSON NEGRO T115,905357,REGALERIA,CARTUCHO,,,PESOS,"1,420.00","120,00"
204024,CARTUCHOS NEW JET P/EPSON NEGRO T117,905358,REGALERIA,CARTUCHO,,,PESOS,"1,420.00","120,00"
204009,CARTUCHOS NEW JET P/EPSON NEGRO T46,905347,REGALERIA,CARTUCHO,,,PESOS,302.00,"120,00"
204019,CARTUCHOS NEW JET P/EPSON NEGRO T48,905354,REGALERIA,CARTUCHO,,,PESOS,197.04,"120,00"
204013,CARTUCHOS NEW JET P/EPSON NEGRO T62,905349,REGALERIA,CARTUCHO,,,PESOS,817.00,"120,00"
204015,CARTUCHOS NEW JET P/EPSON NEGRO T73,905351,REGALERIA,CARTUCHO,,,PESOS,"1,225.00","120,00"
204021,CARTUCHOS NEW JET P/EPSON NEGRO T90,905356,REGALERIA,CARTUCHO,,,PESOS,"1,066.00","120,00"
204054,CARTUCHOS NEW JET P/EPSON T1331-2-3-4,905371,REGALERIA,CARTUCHO,,,PESOS,"1,555.00","120,00"
204049,CARTUCHOS NEW JET TRICOLOR H60XL,905367,REGALERIA,CARTUCHO,,,PESOS,"8,050.00","120,00"
204051,CARTUCHOS WEW JET HP NEGRO NB-H122CXL,905369,REGALERIA,CARTUCHO,,,PESOS,"7,149.00","120,00"
REG008,CHOPERA ALUMINIO CLUB C/ASA 750ML,909581,REGALERIA,BAZAR,,,PESOS,"3,650.00","120,00"
315126,CHOPERA ALUMINO PINTADA NEGRA CLUB 500ML,907737,REGALERIA,BAZAR,,,PESOS,"4,900.00","120,00"
REG75,CHOPERA REFRIGERANTE 400ML,909616,REGALERIA,BAZAR,,,PESOS,"4,650.00","120,00"
REG8210,CHOPP JARRO BARRIL ALUMINO / COLOR,909630,REGALERIA,BAZAR,,,PESOS,"4,500.00","120,00"
REG787654,CHOPP VIDRIO CLUB / MARCAS,909624,REGALERIA,BAZAR,,,PESOS,"3,800.00","120,00"
204126,CONSOLA PORTATIL GTC JPG-025,905391,REGALERIA,CONSOLA,,,PESOS,"5,590.00","120,00"
RE4588897775,CORONA NAVIDAD YW-5772,909525,REGALERIA,NAVIDAD,,,PESOS,"15,956.00","120,00"
REG741,"DESPERTADOR OVALADO COLOR 9,5 X 7CM EA30-30-08",909614,REGALERIA,DESPERTADOR,,,PESOS,"3,699.00","120,00"
RE1254589555,DIARIO CON CANDADO 64961 - 64966,909487,REGALERIA,DIARIO INTIMO,,,PESOS,"1,890.00","120,00"
RE25699954111,DIARIO CON CANDADO MAKE TODAY HAPPY 23294,909505,REGALERIA,DIARIO INTIMO,,,PESOS,"1,900.00","120,00"
RE108539,DIARIO EN BOLSA CON ESPIRAL Y CANDADO 10X15 64949,909485,REGALERIA,DIARIO INTIMO,,,PESOS,"1,890.00","120,00"
36949,DIARIO EN BOLSA CON ESPIRAL Y CANDADO 13*18CM E-24 36949 - 36961 - 36949,907761,REGALERIA,DIARIO INTIMO,,,PESOS,"2,180.00","120,00"
,,,,,,,,,
201045,DIARIO INTIMO COLOURS 22003/11/15,905077,REGALERIA,DIARIO INTIMO,,,PESOS,926.00,"120,00"
RE69212437,DIARIO INTIMO CON CANDADO 64921 / 37 / 39,909546,REGALERIA,DIARIO INTIMO,,,PESOS,600.00,"120,00"
LI45646,DIARIO INTIMO CON CANDADO DE 50 PAGINAS BUHO 15 X 18 CM,908965,REGALERIA,DIARIO INTIMO,,,PESOS,"1,550.00","120,00"
RE105412,DIARIO INTIMO CON ESPIRAL Y CANDADO 13X18 36961,909484,REGALERIA,DIARIO INTIMO,,,PESOS,"2,180.00","120,00"
LI454123,DIARIO INTIMO EN BOLSA 64949,908960,REGALERIA,DIARIO INTIMO,,,PESOS,667.00,"120,00"
LI4501,DIARIO INTIMO EN BOLSA C/ ESPIRAL Y CANDADO 36946,908956,REGALERIA,DIARIO INTIMO,,,PESOS,635.00,"120,00"
RE625988,DIARIO INTIMO ESPIRAL MAGIC MOCHILA GLAM 36961,909540,REGALERIA,DIARIO INTIMO,,,PESOS,"2,176.00","120,00"
RE55849756,DIARIO INTIMO ESPIRAL SIRENA PALTA UNICORNIO 64937 64939 64921,909535,REGALERIA,DIARIO INTIMO,,,PESOS,"1,890.00","120,00"
RE02569,DIARIO INTIMO MARIPOSAS 64949,909478,REGALERIA,DIARIO INTIMO,,,PESOS,"2,390.00","120,00"
201037,DIARIO INTIMO MULTI PAPER 15X10 E-91,905074,REGALERIA,DIARIO INTIMO,,,PESOS,990.00,"120,00"
201039,DIARIO INTIMO MULTI PAPER E-90,905076,REGALERIA,DIARIO INTIMO,,,PESOS,995.00,"120,00"
201038,DIARIO INTIMO MULTI PAPER E/CAJA C/BOLIG. E-92,905075,REGALERIA,DIARIO INTIMO,,,PESOS,"1,265.00","120,00"
201483,DIARIO INTIMO MULTI PAPER E93,905164,REGALERIA,DIARIO INTIMO,,,PESOS,"2,525.00","120,00"
RE02565,DIARIO INTIMO RAINBOW STAY CUTE 64965,909477,REGALERIA,DIARIO INTIMO,,RAINBOW,PESOS,"2,590.00","120,00"
201034,DIARIO INTIMO REY DEL BOSQUE 36939,905072,REGALERIA,DIARIO INTIMO,,,PESOS,499.00,"120,00"
201033,DIARIO INTIMO REY DEL BOSQUE 64946/948/37/38/49/40/33/29/13,905071,REGALERIA,DIARIO INTIMO,,,PESOS,685.00,"120,00"
201031,DIARIO INTIMO REY DEL BOSQUE C/ELASTICO B 36928/35,905069,REGALERIA,DIARIO INTIMO,,,PESOS,865.00,"120,00"
201036,DIARIO INTIMO REY DEL BOSQUE E/CAJA CB 4932/33,905073,REGALERIA,DIARIO INTIMO,,,PESOS,"1,095.00","120,00"
2124568726,DIARIO INTIMO TRENDY 15033 / 15039,905542,REGALERIA,DIARIO INTIMO,,TRENDY,PESOS,"1,722.00","120,00"
2124568725,DIARIO INTIMO TRENDY 15223,905541,REGALERIA,DIARIO INTIMO,,TRENDY,PESOS,"8,350.00","120,00"
201901,DIARIO INTIMO WY CHICO SEET DREAM 592,905229,REGALERIA,DIARIO INTIMO,,,PESOS,43.81,"120,00"
LI544,DIARY SET DIARIO INTIMO 19X26CM BF64949,908983,REGALERIA,DIARIO INTIMO,,,PESOS,"1,100.00","120,00"
205587,DINO FAMILY SHAKY 448,905538,REGALERIA,DINO FAMILY,,,PESOS,794.00,"120,00"
205584,DULCE MAR SHAKY 445,905535,REGALERIA,DULCE MAR,,,PESOS,"1,192.00","120,00"
203120,DVD VERBATIM-MEMOREX 120MIN.X1,905345,REGALERIA,DVD,,,PESOS,125.00,"120,00"
205588,EMOJI III SHAKY 451,905539,REGALERIA,EMOJI,,,PESOS,"2,186.00","120,00"
205574,ESPACIAL SHAKY IK0219,905525,REGALERIA,ESPACIAL,,,PESOS,729.00,"120,00"
205572,FIGURAS DE GOMA SHAKY VS MODELOS IK0149/211/213/148,905523,REGALERIA,FIGURAS,,,PESOS,656.00,"120,00"
2504088,FIGURAS LUMINOSAS 13PZAS HM863171,905745,REGALERIA,FIGURAS,,,PESOS,"1,000.00","120,00"
204503,GAME PAD GTC ANI-J01,905460,REGALERIA,PAD,,,PESOS,"12,259.00","120,00"
204363,GAME PAD GTC INALAMBRICO JPG-030,905455,REGALERIA,PAD,,,PESOS,"10,908.00","120,00"
RE154888889,HORNITO CERAMICA KG013,909494,REGALERIA,HUMIDIFICADOR,,,PESOS,"2,335.00","120,00"
204125,HUMIDIFICADOR GTC OQT-759 / HDG-001,905390,REGALERIA,HUMIDIFICADOR,,,PESOS,"2,278.08","120,00"
190500001933,JABONERA BEL GIOCO,902625,REGALERIA,BAZAR,,BEL GIOCO,PESOS,544.00,"120,00"
190500004179,JABONERA PLASTICA OPENING TB2043,905039,REGALERIA,BAZAR,,,PESOS,95.00,"120,00"
204362,KIT GTC TECLADO+MOUSE+PAD+AURICULAR ANI-C01,905454,REGALERIA,INFORMATICA,,,PESOS,"7,015.00","120,00"
BA814074,KIT MATERO EN CAJA BA814074,908170,REGALERIA,BAZAR,,,PESOS,"1,750.00","120,00"
BA168305,KIT MATERO YERBERA + AZUCARERA + MATE,908140,REGALERIA,BAZAR,,,PESOS,"3,250.00","120,00"
REG21654,KIT MOHUAY TERMO 1200ML + MATE 160ML,909586,REGALERIA,BAZAR,,,PESOS,"20,700.00","120,00"
RE9789,LAMPARA PALTA,909558,REGALERIA,LAMPARA,,,PESOS,"5,350.00","120,00"
201180,LATA CUADRADA DIPBOX FANTASIA 16X16X18,905094,REGALERIA,LATA,,,PESOS,690.00,"120,00"
201181,LATA PLANA DIPBOX FANTASIA 20X27X7,905095,REGALERIA,LATA,,,PESOS,790.00,"120,00"
201182,LATA REDONDA C/POSAVASO DIPBOX FANTASIA 85X50,905096,REGALERIA,LATA,,,PESOS,480.00,"120,00"
204415,LECTOR EWTTO 4133 16,905458,REGALERIA,LECTOR,,,PESOS,38.75,"120,00"
RE325896,LINTERNA TELESCOPIC ZOOM FLASHLIGHT 900411,900411,REGALERIA,LINTERNA,,,PESOS,"3,100.00","120,00"
RE101545,LLAVERO MOSQUETON HOMBRE WANDERLUST MODAX 1216,909480,REGALERIA,LLAVERO,,,PESOS,"2,700.00","120,00"
RE23555589,LLAVERO POPIT CON SONIDO 612499,909503,REGALERIA,LLAVERO,,,PESOS,"5,500.00","120,00"
190500002261,LUNCHERA CRESKO PAW PATROL PW003,903013,REGALERIA,VAJILLAS,,CRESKO,PESOS,1.00,"120,00"
VA102115,SET JARDIN BELGIOCO,909663,REGALERIA,VAJILLA,,,PESOS,"1,590.00","120,00"
RE4587778,MACETA ADORNO NAVIDAD 40CM YW-5671,909523,REGALERIA,NAVIDAD,,,PESOS,"13,500.00","120,00"
